Id	Num T ^ 4	Prod Budget	Actual	Predicted	Old Error	BB Adjusted	New Error					
865	38416	$0	"$36,269"	$0	"$36,269"	$0	"$36,269"					
866	6.39613E+13	"$45,000,000"	"$23,678,580"	"$18,214,401"	"$5,464,179"	"$18,214,401"	"$5,464,179"					
867	6.6359E+12	$0	"$1,659,756"	"$1,351,493"	"$308,263"	"$1,351,493"	"$308,263"					
868	1.54941E+13	$0	"$4,479,621"	"$3,155,588"	"$1,324,033"	"$3,155,588"	"$1,324,033"					
869	104976	$0	"$41,820"	$0	"$41,820"	$0	"$41,820"					
870	1	$0	"$2,438"	$0	"$2,438"	$0	"$2,438"					
871	160000	$0	"$32,452"	$0	"$32,452"	$0	"$32,452"					
872	1.11906E+13	$0	"$5,158,795"	"$2,279,127"	"$2,879,668"	"$2,279,127"	"$2,879,668"					
873	1.23259E+14	"$50,000,000"	"$35,065,237"	"$30,867,680"	"$4,197,557"	"$30,867,680"	"$4,197,557"					
874	15352201216	"$700,000"	"$1,574,787"	"$83,826"	"$1,490,961"	"$83,826"	"$1,490,961"					
875	50625	$0	"$61,138"	$0	"$61,138"	$0	"$61,138"					
876	2.03296E+14	"$80,000,000"	"$36,045,301"	"$50,626,681"	"$14,581,380"	"$35,438,677"	"$606,624"					
877	1296	$0	"$58,536"	$0	"$58,536"	$0	"$58,536"					
878	1048576	$0	"$28,136"	$0	"$28,136"	$0	"$28,136"					
879	1	$0	"$1,948"	$0	"$1,948"	$0	"$1,948"					
880	8.28517E+13	"$24,000,000"	"$21,851,382"	"$19,640,702"	"$2,210,680"	"$19,640,702"	"$2,210,680"					
881	6.9729E+12	"$10,000,000"	"$7,570,366"	"$2,572,970"	"$4,997,396"	"$2,572,970"	"$4,997,396"					
882	456976	$0	"$80,938"	$0	"$80,938"	$0	"$80,938"					
883	1	$0	"$4,798"	$0	"$4,798"	$0	"$4,798"					
884	81	$0	"$2,926"	$0	"$2,926"	$0	"$2,926"					
885	81	$0	"$6,079"	$0	"$6,079"	$0	"$6,079"					
886	531441	$0	"$412,337"	$0	"$412,337"	$0	"$412,337"					
887	6.73569E+12	"$17,000,000"	"$3,381,974"	"$3,331,649"	"$50,325"	"$3,331,649"	"$50,325"					
888	4096	"$12,000,000"	"$226,108"	"$1,383,412"	"$1,157,304"	"$1,383,412"	"$1,157,304"					
889	2.03727E+14	"$180,000,000"	"$49,100,158"	"$62,242,903"	"$13,142,745"	"$43,570,032"	"$5,530,126"					
890	81	$0	"$20,634"	$0	"$20,634"	$0	"$20,634"					
891	52200625	$0	"$542,192"	$11	"$542,181"	$11	"$542,181"					
892	9.89571E+13	"$145,000,000"	"$18,068,372"	"$36,870,189"	"$18,801,817"	"$25,809,132"	"$7,740,760"					
893	1	$0	"$4,901"	$0	"$4,901"	$0	"$4,901"					
894	13845841	"$5,200,000"	"$447,460"	"$599,481"	"$152,021"	"$599,481"	"$152,021"					
895	1944810000	"$1,500,000"	"$92,362"	"$173,323"	"$80,961"	"$173,323"	"$80,961"					
896	1.42988E+14	$0	"$19,504,038"	"$29,121,492"	"$9,617,454"	"$29,121,492"	"$9,617,454"					
897	256	$0	"$34,304"	$0	"$34,304"	$0	"$34,304"					
898	2401	$0	"$124,475"	$0	"$124,475"	$0	"$124,475"					
899	256	$0	"$184,507"	$0	"$184,507"	$0	"$184,507"					
900	1296	$0	"$75,104"	$0	"$75,104"	$0	"$75,104"					
901	810000	$0	"$6,000"	$0	"$6,000"	$0	"$6,000"					
902	7.56309E+13	"$5,000,000"	"$31,725,652"	"$15,979,686"	"$15,745,966"	"$15,979,686"	"$15,745,966"					
903	1.00599E+14	"$10,000,000"	"$33,610,391"	"$21,641,143"	"$11,969,248"	"$21,641,143"	"$11,969,248"					
904	1.02647E+14	"$10,000,000"	"$31,756,764"	"$22,058,327"	"$9,698,437"	"$22,058,327"	"$9,698,437"					
905	1	"$2,000,000"	"$2,485"	"$230,569"	"$228,084"	"$230,569"	"$228,084"					
906	83521	"$20,000,000"	"$391,672"	"$2,305,687"	"$1,914,015"	"$2,305,687"	"$1,914,015"					
907	1.68335E+14	"$40,000,000"	"$40,222,875"	"$38,895,138"	"$1,327,737"	"$38,895,138"	"$1,327,737"					
908	1	$0	"$7,834"	$0	"$7,834"	$0	"$7,834"					
909	8.14329E+13	"$20,000,000"	"$8,602,333"	"$18,890,607"	"$10,288,274"	"$18,890,607"	"$10,288,274"					
910	256	$0	"$14,074"	$0	"$14,074"	$0	"$14,074"					
911	83777829136	"$4,000,000"	"$3,046,924"	"$478,200"	"$2,568,724"	"$478,200"	"$2,568,724"					
912	256	$0	"$23,609"	$0	"$23,609"	$0	"$23,609"					
913	81	$0	"$6,040"	$0	"$6,040"	$0	"$6,040"					
914	57289761	$0	"$200,554"	$12	"$200,542"	$12	"$200,542"					
915	1	$0	"$5,309"	$0	"$5,309"	$0	"$5,309"					
916	4096	$0	"$43,281"	$0	"$43,281"	$0	"$43,281"					
917	9.73356E+13	$0	"$3,745,315"	"$19,823,732"	"$16,078,417"	"$19,823,732"	"$16,078,417"					
918	2.49655E+12	"$8,000,000"	"$4,581,233"	"$1,430,732"	"$3,150,501"	"$1,430,732"	"$3,150,501"					
919	6.34203E+13	"$60,000,000"	"$14,367,854"	"$19,833,466"	"$5,465,612"	"$13,883,426"	"$484,428"					
920	16	$0	"$22,341"	$0	"$22,341"	$0	"$22,341"					
921	5.39415E+11	"$10,100,000"	"$901,857"	"$1,274,231"	"$372,374"	"$1,274,231"	"$372,374"					
922	16	$0	"$5,706"	$0	"$5,706"	$0	"$5,706"					
923	7311616	$0	"$155,560"	$1	"$155,559"	$1	"$155,559"					
924	2.29187E+13	"$39,000,000"	"$10,086,680"	"$9,163,789"	"$922,891"	"$9,163,789"	"$922,891"					
925	16	$0	"$8,316"	$0	"$8,316"	$0	"$8,316"					
926	1	$0	"$2,386"	$0	"$2,386"	$0	"$2,386"					
927	234256	$0	"$103,238"	$0	"$103,238"	$0	"$103,238"					
928	256	"$2,000,000"	"$38,281"	"$230,569"	"$192,288"	"$230,569"	"$192,288"					
929	1.50234E+14	"$60,000,000"	"$16,310,058"	"$37,514,290"	"$21,204,232"	"$26,260,003"	"$9,949,945"					
930	1	$0	"$2,253"	$0	"$2,253"	$0	"$2,253"					
931	625	"$2,000,000"	"$34,774"	"$230,569"	"$195,795"	"$230,569"	"$195,795"					
932	1	$0	$996	$0	$996	$0	$996					
933	4.73362E+13	"$25,000,000"	"$10,730,372"	"$12,522,770"	"$1,792,398"	"$12,522,770"	"$1,792,398"					
934	16	$0	"$2,750"	$0	"$2,750"	$0	"$2,750"					
935	1.97461E+13	$0	"$5,716,554"	"$4,021,574"	"$1,694,980"	"$4,021,574"	"$1,694,980"					
936	6.19941E+13	"$60,000,000"	"$14,523,571"	"$19,543,018"	"$5,019,447"	"$13,680,112"	"$843,459"					
937	4096	$0	"$229,685"	$0	"$229,685"	$0	"$229,685"					
938	1296	"$2,000,000"	"$129,129"	"$230,569"	"$101,440"	"$230,569"	"$101,440"					
939	2.8869E+14	"$160,000,000"	"$122,536,609"	"$77,241,200"	"$45,295,409"	"$54,068,840"	"$68,467,769"					
940	1	"$9,000,000"	"$68,969"	"$1,037,559"	"$968,590"	"$1,037,559"	"$968,590"					
941	7.32989E+13	"$50,000,000"	"$20,152,598"	"$20,692,537"	"$539,939"	"$20,692,537"	"$539,939"					
942	221533456	$0	"$126,537"	$45	"$126,492"	$45	"$126,492"					
943	2.36609E+14	"$72,500,000"	"$74,036,787"	"$56,546,683"	"$17,490,104"	"$39,582,678"	"$34,454,109"					
944	1.08845E+14	"$40,000,000"	"$29,120,273"	"$26,779,233"	"$2,341,040"	"$26,779,233"	"$2,341,040"					
945	16	$0	"$7,547"	$0	"$7,547"	$0	"$7,547"					
946	4.45141E+13	"$25,000,000"	"$13,575,149"	"$11,948,016"	"$1,627,133"	"$11,948,016"	"$1,627,133"					
947	5.89585E+13	"$40,000,000"	"$16,057,945"	"$16,619,072"	"$561,127"	"$16,619,072"	"$561,127"					
948	16	$0	"$17,239"	$0	"$17,239"	$0	"$17,239"					
949	3.08053E+11	$0	"$753,520"	"$62,739"	"$690,781"	"$62,739"	"$690,781"					
950	7.12171E+13	"$60,000,000"	"$14,631,784"	"$21,421,408"	"$6,789,624"	"$14,994,986"	"$363,202"					
951	6561	$0	"$46,265"	$0	"$46,265"	$0	"$46,265"					
952	1296	$0	"$6,273"	$0	"$6,273"	$0	"$6,273"					
953	1.43113E+13	"$15,250,000"	"$3,880,270"	"$4,672,774"	"$792,504"	"$4,672,774"	"$792,504"					
954	1.82944E+12	"$15,500,000"	"$778,123"	"$2,159,498"	"$1,381,375"	"$2,159,498"	"$1,381,375"					
955	1	$0	"$5,094"	$0	"$5,094"	$0	"$5,094"					
956	81	$0	"$32,833"	$0	"$32,833"	$0	"$32,833"					
957	1	$0	"$5,993"	$0	"$5,993"	$0	"$5,993"					
958	2.42017E+13	"$17,000,000"	"$14,638,755"	"$6,888,845"	"$7,749,910"	"$6,888,845"	"$7,749,910"					
959	1.5972E+14	"$33,000,000"	"$15,206,301"	"$36,333,486"	"$21,127,185"	"$36,333,486"	"$21,127,185"					
960	256	$0	"$5,030"	$0	"$5,030"	$0	"$5,030"					
961	256	$0	"$3,345"	$0	"$3,345"	$0	"$3,345"					
962	16	"$200,000"	"$1,480"	"$23,057"	"$21,577"	"$23,057"	"$21,577"					
963	1	$0	"$4,985"	$0	"$4,985"	$0	"$4,985"					
964	625	$0	"$21,566"	$0	"$21,566"	$0	"$21,566"					
965	2.56072E+12	$0	"$4,879,736"	"$521,526"	"$4,358,210"	"$521,526"	"$4,358,210"					
966	6561	$0	"$6,410"	$0	"$6,410"	$0	"$6,410"					
967	7.739E+13	"$100,000,000"	"$7,511,675"	"$27,289,959"	"$19,778,284"	"$19,102,971"	"$11,591,296"					
968	1	$0	"$3,589"	$0	"$3,589"	$0	"$3,589"					
969	4.43364E+11	"$80,000,000"	"$917,398"	"$9,313,043"	"$8,395,645"	"$6,519,130"	"$5,601,732"					
970	15752961	"$17,000,000"	"$140,773"	"$1,959,837"	"$1,819,064"	"$1,959,837"	"$1,819,064"					
971	3.26868E+14	"$258,000,000"	"$151,116,516"	"$96,314,604"	"$54,801,912"	"$67,420,223"	"$83,696,293"					
972	256	"$1,500,000"	"$154,474"	"$172,926"	"$18,452"	"$172,926"	"$18,452"					
973	50625	$0	"$12,762"	$0	"$12,762"	$0	"$12,762"					
974	4.16231E+13	"$70,000,000"	"$9,169,779"	"$16,547,027"	"$7,377,248"	"$11,582,919"	"$2,413,140"					
975	2401	$0	"$76,214"	$0	"$76,214"	$0	"$76,214"					
976	1	$0	"$8,230"	$0	"$8,230"	$0	"$8,230"					
977	1664966416	$0	"$1,102,299"	$339	"$1,101,960"	$339	"$1,101,960"					
978	1.62899E+13	"$20,000,000"	"$10,726,406"	"$5,623,358"	"$5,103,048"	"$5,623,358"	"$5,103,048"					
979	8.04208E+12	$0	"$2,188,199"	"$1,637,880"	"$550,319"	"$1,637,880"	"$550,319"					
980	1	$0	"$1,600"	$0	"$1,600"	$0	"$1,600"					
981	1.49207E+14	"$138,000,000"	"$13,251,545"	"$46,297,256"	"$33,045,711"	"$32,408,079"	"$19,156,534"					
982	2313441	"$20,000,000"	"$136,148"	"$2,305,687"	"$2,169,539"	"$2,305,687"	"$2,169,539"					
983	38416	$0	"$55,771"	$0	"$55,771"	$0	"$55,771"					
984	1	$0	"$3,401"	$0	"$3,401"	$0	"$3,401"					
985	3.70405E+13	"$12,000,000"	"$20,659,573"	"$8,927,214"	"$11,732,359"	"$8,927,214"	"$11,732,359"					
986	1	$0	$624	$0	$624	$0	$624					
987	1.72511E+13	"$20,000,000"	"$10,803,610"	"$5,819,109"	"$4,984,501"	"$5,819,109"	"$4,984,501"					
988	1	$0	"$10,271"	$0	"$10,271"	$0	"$10,271"					
989	1.76955E+13	"$14,000,000"	"$21,833,312"	"$5,217,910"	"$16,615,402"	"$5,217,910"	"$16,615,402"					
990	1296	$0	"$15,409"	$0	"$15,409"	$0	"$15,409"					
991	16	"$2,000,000"	"$69,200"	"$230,569"	"$161,369"	"$230,569"	"$161,369"					
992	2.62728E+13	"$30,000,000"	"$13,411,093"	"$8,809,338"	"$4,601,755"	"$8,809,338"	"$4,601,755"					
993	16	$0	"$4,779"	$0	"$4,779"	$0	"$4,779"					
994	1	$0	"$4,825"	$0	"$4,825"	$0	"$4,825"					
995	4096	$0	"$4,181"	$0	"$4,181"	$0	"$4,181"					
996	16	$0	"$8,802"	$0	"$8,802"	$0	"$8,802"					
997	10000	"$40,000,000"	"$242,964"	"$4,611,373"	"$4,368,409"	"$4,611,373"	"$4,368,409"					
998	7.55283E+13	"$17,500,000"	"$33,052,411"	"$17,399,858"	"$15,652,553"	"$17,399,858"	"$15,652,553"					
999	6.9045E+12	"$30,000,000"	"$2,010,962"	"$4,864,725"	"$2,853,763"	"$4,864,725"	"$2,853,763"					
1000	2.7305E+14	"$232,000,000"	"$84,593,540"	"$82,356,345"	"$2,237,195"	"$57,649,442"	"$26,944,098"					
1001	1.54922E+14	"$100,000,000"	"$17,640,249"	"$43,080,511"	"$25,440,262"	"$30,156,358"	"$12,516,109"					
1002	2.4336E+12	$0	"$9,300,805"	"$495,637"	"$8,805,168"	"$495,637"	"$8,805,168"					
1003	16	$0	"$41,860"	$0	"$41,860"	$0	"$41,860"					
1004	83521	$0	"$24,520"	$0	"$24,520"	$0	"$24,520"					
1005	1.95967E+13	"$16,500,000"	"$5,196,380"	"$5,893,328"	"$696,948"	"$5,893,328"	"$696,948"					
1006	625	"$50,000,000"	"$553,530"	"$5,764,216"	"$5,210,686"	"$5,764,216"	"$5,210,686"					
1007	1	$0	"$8,920"	$0	"$8,920"	$0	"$8,920"					
1008	8.19764E+13	"$30,000,000"	"$12,051,277"	"$20,154,145"	"$8,102,868"	"$20,154,145"	"$8,102,868"					
1009	1	$0	"$12,718"	$0	"$12,718"	$0	"$12,718"					
1010	16	$0	$964	$0	$964	$0	$964					
1011	1185921	$0	"$402,000"	$0	"$402,000"	$0	"$402,000"					
1012	2.09173E+14	"$73,000,000"	"$47,042,215"	"$51,016,675"	"$3,974,460"	"$35,711,673"	"$11,330,542"					
1013	38416	$0	"$29,157"	$0	"$29,157"	$0	"$29,157"					
1014	1	$0	"$4,060"	$0	"$4,060"	$0	"$4,060"					
1015	390625	$0	"$121,374"	$0	"$121,374"	$0	"$121,374"					
1016	1	$0	"$2,010"	$0	"$2,010"	$0	"$2,010"					
1017	4.74583E+11	$0	"$478,910"	"$96,655"	"$382,255"	"$96,655"	"$382,255"					
1018	1	$0	"$2,520"	$0	"$2,520"	$0	"$2,520"					
1019	6.32407E+13	"$16,000,000"	"$18,508,228"	"$14,724,378"	"$3,783,850"	"$14,724,378"	"$3,783,850"					
1020	625	"$7,500,000"	"$262,923"	"$864,632"	"$601,709"	"$864,632"	"$601,709"					
1021	1	$0	"$19,523"	$0	"$19,523"	$0	"$19,523"					
1022	16	$0	"$314,917"	$0	"$314,917"	$0	"$314,917"					
1023	10000	$0	"$20,578"	$0	"$20,578"	$0	"$20,578"					
1024	74805201	$0	"$235,341"	$15	"$235,326"	$15	"$235,326"					
1025	1.70084E+12	$0	"$1,561,949"	"$346,400"	"$1,215,549"	"$346,400"	"$1,215,549"					
1026	1.19174E+13	"$13,000,000"	"$26,341,492"	"$3,925,846"	"$22,415,646"	"$3,925,846"	"$22,415,646"					
1027	1	$0	"$3,724"	$0	"$3,724"	$0	"$3,724"					
1028	16	$0	"$30,664"	$0	"$30,664"	$0	"$30,664"					
1029	1	$0	"$18,430"	$0	"$18,430"	$0	"$18,430"					
1030	130321	$0	"$36,414"	$0	"$36,414"	$0	"$36,414"					
1031	44000935696	"$2,400,000"	"$675,000"	"$285,644"	"$389,356"	"$285,644"	"$389,356"					
1032	4096	$0	"$14,769"	$0	"$14,769"	$0	"$14,769"					
1033	6561	"$4,000,000"	"$85,327"	"$461,137"	"$375,810"	"$461,137"	"$375,810"					
1034	1	$0	"$7,276"	$0	"$7,276"	$0	"$7,276"					
1035	9.35495E+13	"$35,000,000"	"$24,255,205"	"$23,087,594"	"$1,167,611"	"$23,087,594"	"$1,167,611"					
1036	1	$0	"$1,765"	$0	"$1,765"	$0	"$1,765"					
1037	1	$0	"$6,321"	$0	"$6,321"	$0	"$6,321"					
1038	65610000	$0	"$118,086"	$13	"$118,073"	$13	"$118,073"					
1039	16	"$1,000,000"	"$46,908"	"$115,284"	"$68,376"	"$115,284"	"$68,376"					
1040	2.58828E+14	"$151,000,000"	"$150,405,412"	"$70,121,733"	"$80,283,679"	"$49,085,213"	"$101,320,199"					
1041	1.19024E+14	"$32,000,000"	"$16,540,720"	"$27,929,955"	"$11,389,235"	"$27,929,955"	"$11,389,235"					
1042	6250000	$0	"$20,840"	$1	"$20,839"	$1	"$20,839"					
1043	1.15874E+13	$0	"$6,583,135"	"$2,359,930"	"$4,223,205"	"$2,359,930"	"$4,223,205"					
1044	81	"$4,750,000"	"$60,886"	"$547,601"	"$486,715"	"$547,601"	"$486,715"					
1045	1	$0	$270	$0	$270	$0	$270					
1046	1	$0	"$1,592"	$0	"$1,592"	$0	"$1,592"					
1047	2085136	"$9,000,000"	"$180,271"	"$1,037,559"	"$857,288"	"$1,037,559"	"$857,288"					
1048	1296	"$3,000,000"	"$76,324"	"$345,853"	"$269,529"	"$345,853"	"$269,529"					
1049	16	$0	"$5,583"	$0	"$5,583"	$0	"$5,583"					
1050	6.07573E+12	"$10,000,000"	"$3,582,554"	"$2,390,249"	"$1,192,305"	"$2,390,249"	"$1,192,305"					
1051	256	$0	"$23,326"	$0	"$23,326"	$0	"$23,326"					
1052	81	$0	"$11,456"	$0	"$11,456"	$0	"$11,456"					
1053	16	$0	"$2,085"	$0	"$2,085"	$0	"$2,085"					
1054	20736	$0	"$25,829"	$0	"$25,829"	$0	"$25,829"					
1055	4.43364E+11	$0	"$1,241,079"	"$90,297"	"$1,150,782"	"$90,297"	"$1,150,782"					
1056	4.28156E+13	"$30,000,000"	"$9,064,880"	"$12,178,517"	"$3,113,637"	"$12,178,517"	"$3,113,637"					
1057	5.92996E+13	"$25,000,000"	"$5,815,474"	"$14,959,290"	"$9,143,816"	"$14,959,290"	"$9,143,816"					
1058	16	"$750,000"	"$8,527"	"$86,463"	"$77,936"	"$86,463"	"$77,936"					
1059	1.64205E+12	"$25,000,000"	"$2,525,364"	"$3,216,534"	"$691,170"	"$3,216,534"	"$691,170"					
1060	8.24132E+13	$0	"$11,585,121"	"$16,784,569"	"$5,199,448"	"$16,784,569"	"$5,199,448"					
1061	1.05778E+14	"$45,000,000"	"$26,857,181"	"$26,730,960"	"$126,221"	"$26,730,960"	"$126,221"					
1062	2.89141E+12	"$9,000,000"	"$676,048"	"$1,626,435"	"$950,387"	"$1,626,435"	"$950,387"					
1063	373301041	"$30,000,000"	"$1,008,308"	"$3,458,606"	"$2,450,298"	"$3,458,606"	"$2,450,298"					
1064	1.03814E+13	"$18,000,000"	"$11,478,360"	"$4,189,442"	"$7,288,918"	"$4,189,442"	"$7,288,918"					
1065	256	$0	"$24,591"	$0	"$24,591"	$0	"$24,591"					
1066	16	"$3,700,000"	"$4,568"	"$426,552"	"$421,984"	"$426,552"	"$421,984"					
1067	1	$0	"$17,234"	$0	"$17,234"	$0	"$17,234"					
1068	1	$0	"$3,025"	$0	"$3,025"	$0	"$3,025"					
1069	6561	"$12,000,000"	"$211,559"	"$1,383,412"	"$1,171,853"	"$1,383,412"	"$1,171,853"					
1070	1296	$0	"$85,007"	$0	"$85,007"	$0	"$85,007"					
1071	4.23489E+13	$0	"$7,603,376"	"$8,624,929"	"$1,021,553"	"$8,624,929"	"$1,021,553"					
1072	1.64527E+13	"$35,000,000"	"$5,914,722"	"$7,385,775"	"$1,471,053"	"$7,385,775"	"$1,471,053"					
1073	57178852641	"$25,000,000"	"$519,489"	"$2,893,753"	"$2,374,264"	"$2,893,753"	"$2,374,264"					
1074	81	"$6,000,000"	"$41,367"	"$691,706"	"$650,339"	"$691,706"	"$650,339"					
1075	1	$0	"$2,740"	$0	"$2,740"	$0	"$2,740"					
1076	1.28215E+14	"$50,000,000"	"$25,642,640"	"$31,877,047"	"$6,234,407"	"$31,877,047"	"$6,234,407"					
1077	16	$0	"$7,951"	$0	"$7,951"	$0	"$7,951"					
1078	625	"$9,400,000"	"$197,703"	"$1,083,673"	"$885,970"	"$1,083,673"	"$885,970"					
1079	456976	"$7,000,000"	"$55,304"	"$806,990"	"$751,686"	"$806,990"	"$751,686"					
1080	1.0161E+12	$0	"$9,404,180"	"$206,942"	"$9,197,238"	"$206,942"	"$9,197,238"					
1081	7.44801E+12	"$1,125,000"	"$6,021,106"	"$1,646,584"	"$4,374,522"	"$1,646,584"	"$4,374,522"					
1082	256	"$1,500,000"	"$111,708"	"$172,926"	"$61,218"	"$172,926"	"$61,218"					
1083	625	$0	"$32,018"	$0	"$32,018"	$0	"$32,018"					
1084	81	$0	"$16,525"	$0	"$16,525"	$0	"$16,525"					
1085	4.93155E+13	"$35,000,000"	"$4,174,383"	"$14,078,731"	"$9,904,348"	"$14,078,731"	"$9,904,348"					
1086	10000	$0	"$60,465"	$0	"$60,465"	$0	"$60,465"					
1087	7.68694E+13	"$29,000,000"	"$22,347,341"	"$18,998,758"	"$3,348,583"	"$18,998,758"	"$3,348,583"					
1088	1.76518E+14	"$30,000,000"	"$16,047,174"	"$39,408,936"	"$23,361,762"	"$39,408,936"	"$23,361,762"					
1089	16	$0	"$4,015"	$0	"$4,015"	$0	"$4,015"					
1090	81	$0	"$15,471"	$0	"$15,471"	$0	"$15,471"					
1091	2.33248E+14	"$132,000,000"	"$100,561,125"	"$62,721,718"	"$37,839,407"	"$43,905,203"	"$56,655,922"					
1092	256	$0	"$14,170"	$0	"$14,170"	$0	"$14,170"					
1093	1	$0	"$12,268"	$0	"$12,268"	$0	"$12,268"					
1094	1	$0	"$7,540"	$0	"$7,540"	$0	"$7,540"					
1095	2.68814E+13	"$25,000,000"	"$9,820,089"	"$8,356,877"	"$1,463,212"	"$8,356,877"	"$1,463,212"					
1096	1	$0	"$29,400"	$0	"$29,400"	$0	"$29,400"					
1097	5.90436E+13	$0	"$16,797,265"	"$12,025,041"	"$4,772,224"	"$12,025,041"	"$4,772,224"					
1098	1	$0	"$4,837"	$0	"$4,837"	$0	"$4,837"					
1099	625	$0	"$56,280"	$0	"$56,280"	$0	"$56,280"					
1100	5.19886E+12	"$20,000,000"	"$4,248,465"	"$3,364,505"	"$883,960"	"$3,364,505"	"$883,960"					
1101	7.31987E+13	"$40,000,000"	"$33,900,720"	"$19,519,297"	"$14,381,423"	"$19,519,297"	"$14,381,423"					
1102	8.25427E+12	"$15,000,000"	"$11,129,580"	"$3,410,361"	"$7,719,219"	"$3,410,361"	"$7,719,219"					
1103	83521	"$8,000,000"	"$48,120"	"$922,275"	"$874,155"	"$922,275"	"$874,155"					
1104	3.11257E+13	"$28,000,000"	"$10,826,287"	"$9,567,144"	"$1,259,143"	"$9,567,144"	"$1,259,143"					
1105	1	$0	"$9,527"	$0	"$9,527"	$0	"$9,527"					
1106	8.08921E+13	"$15,000,000"	"$21,607,203"	"$18,204,041"	"$3,403,162"	"$18,204,041"	"$3,403,162"					
1107	5308416	$0	"$134,006"	$1	"$134,005"	$1	"$134,005"					
1108	71639296	"$25,000,000"	"$506,878"	"$2,882,123"	"$2,375,245"	"$2,882,123"	"$2,375,245"					
1109	10000	"$16,000,000"	"$63,967"	"$1,844,549"	"$1,780,582"	"$1,844,549"	"$1,780,582"					
1110	2.61338E+13	"$30,000,000"	"$24,113,565"	"$8,781,033"	"$15,332,532"	"$8,781,033"	"$15,332,532"					
1111	1	$0	"$11,185"	$0	"$11,185"	$0	"$11,185"					
1112	4096	$0	"$58,526"	$0	"$58,526"	$0	"$58,526"					
1113	1.07819E+12	$0	"$2,756,661"	"$219,589"	"$2,537,072"	"$219,589"	"$2,537,072"					
1114	1296	$0	"$53,571"	$0	"$53,571"	$0	"$53,571"					
1115	6.00727E+13	$0	"$9,610,204"	"$12,234,623"	"$2,624,419"	"$12,234,623"	"$2,624,419"					
1116	1.16734E+14	$0	"$39,699,023"	"$23,774,560"	"$15,924,463"	"$23,774,560"	"$15,924,463"					
1117	625	$0	"$45,364"	$0	"$45,364"	$0	"$45,364"					
1118	1	$0	"$4,268"	$0	"$4,268"	$0	"$4,268"					
1119	6.63462E+13	"$80,000,000"	"$9,684,809"	"$22,735,055"	"$13,050,246"	"$15,914,538"	"$6,229,729"					
1120	1	$0	"$12,705"	$0	"$12,705"	$0	"$12,705"					
1121	3111696	$0	"$20,146"	$1	"$20,145"	$1	"$20,145"					
1122	6561	$0	"$76,190"	$0	"$76,190"	$0	"$76,190"					
1123	2401	"$3,500,000"	"$28,094"	"$403,495"	"$375,401"	"$403,495"	"$375,401"					
1124	625	$0	"$20,393"	$0	"$20,393"	$0	"$20,393"					
1125	9.35749E+12	"$1,100,000"	"$2,805,754"	"$2,032,593"	"$773,161"	"$2,032,593"	"$773,161"					
1126	1	$0	"$4,763"	$0	"$4,763"	$0	"$4,763"					
1127	1	$0	"$11,749"	$0	"$11,749"	$0	"$11,749"					
1128	16	"$500,000"	"$32,847"	"$57,642"	"$24,795"	"$57,642"	"$24,795"					
1129	168896016	"$25,000,000"	"$400,782"	"$2,882,143"	"$2,481,361"	"$2,882,143"	"$2,481,361"					
1130	7.64549E+13	"$65,000,000"	"$26,531,879"	"$23,064,570"	"$3,467,309"	"$16,145,199"	"$10,386,680"					
1131	2.33248E+14	"$132,000,000"	"$100,561,125"	"$62,721,718"	"$37,839,407"	"$43,905,203"	"$56,655,922"					
1132	81	$0	"$42,808"	$0	"$42,808"	$0	"$42,808"					
1133	1.85398E+14	"$150,000,000"	"$102,750,665"	"$55,051,532"	"$47,699,133"	"$38,536,072"	"$64,214,593"					
1134	1.46662E+14	"$60,000,000"	"$12,712,272"	"$36,786,745"	"$24,074,473"	"$25,750,721"	"$13,038,449"					
1135	2401	$0	"$108,223"	$0	"$108,223"	$0	"$108,223"					
1136	2401	"$1,700,000"	"$28,451"	"$195,983"	"$167,532"	"$195,983"	"$167,532"					
1137	9.6102E+13	"$54,000,000"	"$21,525,560"	"$25,797,837"	"$4,272,277"	"$18,058,486"	"$3,467,074"					
1138	1	$0	"$1,340"	$0	"$1,340"	$0	"$1,340"					
1139	1.05646E+14	"$45,000,000"	"$24,321,341"	"$26,704,102"	"$2,382,761"	"$26,704,102"	"$2,382,761"					
1140	1296	$0	"$28,550"	$0	"$28,550"	$0	"$28,550"					
1141	1.07905E+14	"$65,000,000"	"$13,427,872"	"$29,469,797"	"$16,041,925"	"$20,628,858"	"$7,200,986"					
1142	1	$0	"$4,534"	$0	"$4,534"	$0	"$4,534"					
1143	1	$0	"$7,062"	$0	"$7,062"	$0	"$7,062"					
1144	3.11257E+13	"$85,000,000"	"$13,395,610"	"$16,138,350"	"$2,742,740"	"$11,296,845"	"$2,098,765"					
1145	3.9125E+13	"$35,000,000"	"$4,510,408"	"$12,003,302"	"$7,492,894"	"$12,003,302"	"$7,492,894"					
1146	1	$0	"$9,920"	$0	"$9,920"	$0	"$9,920"					
												
												
					"$3,593,747,261"		"$3,644,200,988"					
