User,Location,Age
12192,"Germering, Bayern, Germany",36
6081,"Cornwall, Connecticut, USA",32
2544,"Barcelona, Catalunya, Spain",34
8963,"Toronto, Ontario, Canada",20
10555,"Colfax, North Carolina, USA",32
9632,"Ottawa, ,",0
7706,"Denmark, Western Australia, Australia",38
11383,"N/A, N/A, Japan",0
6454,"Northampton, Massachusetts, USA",23
11234,"Budenheim, Rheinland-Pfalz, Germany",23
2932,"Halifax, Pennsylvania, USA",53
3171,"Grand Rapids, Michigan, USA",31
9150,"Waterford, Michigan, USA",0
10486,"Mlheim, Nordrhein-Westfalen, Germany",18
1906,"Alexandria, Virginia, USA",0
12687,"Roma, Lazio, Italy",67
7001,"Stockton-On-Tees, ,",29
1091,"Saratoga, California, USA",44
3197,"Ocala, Florida, USA",64
8812,"Nanaimo, British Columbia, Canada",0
11239,"Gaston, South Carolina, USA",0
9141,"Philadelphia, Pennsylvania, USA",20
9774,"South Plainfield, New Jersey, USA",40
3159,"San Francisco, California, USA",35
2220,"Freeburg, ,",0
5273,"Na, Ohio, USA",27
10476,"Waterboro, Maine, USA",41
5353,"Collins, New York, USA",17
3333,"Lansing, Michigan, USA",55
2017,"Beverly, Massachusetts, USA",0
6480,"Fort Worth, Texas, USA",41
1371,"Ashburn, Virginia, USA",35
5307,"Bonn, Nordrhein-Westfalen, Germany",0
2459,"Santo Domingo, Distrito Nacional, Dominican Republic",30
6204,"Subang Jaya, Selangor, Malaysia",0
1568,"Subang Jaya, Selangor, Malaysia",19
12516,"Stuttgart, Baden-Wuerttemberg, Germany",0
5327,"Irgendwo Ziemlich Weit Sdlich, Niedersachsen, Germany",23
9324,"Shanghai, N/A, China",0
2961,"Aldergrove, British Columbia, Canada",28
2988,"Fairview, New Mexico, USA",24
4214,"Memphis, Michigan, USA",58
1575,"Covington, Virginia, USA",28
11865,"St. John`S, Newfoundland, Canada",0
7791,"Margaret, Alabama, USA",46
1104,"Fort Frances, Ontario, Canada",0
9434,"Sydney, New South Wales, Australia",34
12612,"Honolulu, Hawaii, USA",0
12611,"Austin, Texas, USA",57
7364,"Bakersfield, California, USA",41
11905,"Livonia, Michigan, USA",42
6924,"Waco, Texas, USA",29
10753,"Tampa, Florida, USA",32
1525,"Toronto, Ontario, Canada",0
2201,"Denver, Colorado, USA",23
1256,"Orlando, Florida, USA",25
7206,"Wbl, Minnesota, USA",17
3006,"Chicopee, Massachusetts, USA",26
8229,"Odenton, Maryland, USA",30
9653,"Bakersfield, California, USA",0
3897,"Greencastle, Pennsylvania, USA",0
8718,"Shady Grove, Pennsylvania, USA",42
4521,"Moinesti, Bacau, Romania",24
481,"Berck Sur Mer, Pas de Calais, France",23
5494,"Cologne, Nordrhein-Westfalen, Germany",24
6304,"Orange Park, Florida, USA",47
4398,"Visalia, California, USA",36
2690,"St. Albert, Alberta, Canada",0
12532,"Mechanicsville, Virginia, USA",0
4646,"Lindstrom, Minnesota, USA",44
3257,"Norfolk, Virginia, USA",30
8480,"Cary, Illinois, USA",41
7066,"Lansing, Illinois, USA",0
12100,"Lakewood, Colorado, USA",26
4575,"Avon, Connecticut, USA",17
1953,"Chicago, ,",23
2144,"Victoria, British Columbia, Canada",57
4015,"Ft Myers Beach, Florida, USA",0
11490,"Twentynine Palms, California, USA",58
11103,"Toronto, Ontario, Canada",24
728,"Huntington Beach, California, USA",25
4286,"Canton, Michigan, USA",0
8707,"Livermore, California, USA",18
5545,"Belton, Texas, USA",21
6676,"Pigeon Point Road, Tobago, West Indies, Tobago",55
5786,"Scottsdale, Arizona, USA",43
708,"Baltimore, Maryland, USA",33
11358,"Montreal, Quebec, Canada",37
8816,"Rockwall, Texas, USA",84
4888,"Dallas, Texas, USA",43
4699,"Hillsboro, Ohio, USA",26
7640,"Detroit, Michigan, USA",36
5095,"Coatesville, Pennsylvania, USA",0
3582,"Ottawa, Ontario, Canada",14
855,"Kuching, Sarawak, Malaysia",0
1803,"Royal Oak, Michigan, USA",0
6167,"Whitehorse, Yukon Territory, Canada",13
1443,"Ann Arbor, Michigan, USA",34
8645,"Edmond, Oklahoma, USA",15
4435,"Zeeland, Michigan, USA",7
11900,"Westerville, Ohio, USA",51
5069,"Holywood, Northern Ireland, United Kingdom",0
7074,"Lille, Nord, France",0
7885,"Modesto, California, USA",50
8804,"Contoocook, New Hampshire, USA",0
3365,"Geismar, Louisiana, USA",25
5281,"Ann Arbor, Michigan, USA",36
3644,"Portland, Oregon, USA",33
268,"East Elmhurst, New York, USA",0
10454,"Worcester, Massachusetts, USA",37
10677,"Swannanoa, North Carolina, USA",68
8824,"South Mills, North Carolina, USA",48
6500,"Maplewood, Minnesota, USA",62
12001,"Canby, Oregon, USA",37
5349,"Fort Collins, Colorado, USA",0
6523,"Keewatin, Ontario, Canada",43
9563,"Henfield, England, United Kingdom",0
6180,"Clearwater, Florida, USA",0
12784,"Goodyear, Arizona, USA",56
10971,"Austin, Texas, USA",28
1896,"Milwaukee, Wisconsin, USA",0
5934,"Hickory, North Carolina, USA",0
4211,"Barcelona, Catalunya, Spain",38
4674,"Lock Haven, Pennsylvania, USA",51
3703,"Basel, Basel-Stadt, Switzerland",59
5391,"Via Del Mar, Quinta Regin, Chile",31
3142,"Harrisburg, North Carolina, USA",41
11560,"Erlangen, Bayern, Germany",31
8788,"Zrich, Kanton Zrich, Switzerland",47
5293,"Akron, Ohio, USA",50
1478,"Bonn-Beuel, Nordrhein-Westfalen, Germany",31
3679,"Los Angeles, California, USA",32
8342,"Cary, North Carolina, USA",0
6803,"San Ildefonso, New Mexico, USA",55
12589,"Philadelphia, Pennsylvania, USA",48
3954,"Chicago, Illinois,",63
2083,"Montreuil, Seine Saint-Denis, France",43
3632,"Baltimore, Maryland, USA",0
9232,"Palm Desert, California, USA",56
2726,"Oak Ridge, ,",0
4072,"Santee, California, USA",18
11590,"St. Louis, ,",40
12324,"Melbourne, Florida, USA",52
9279,"Bellingham, Washington, USA",0
2469,"Liverpool, England, United Kingdom",27
8147,"Livonia, Michigan, USA",0
5788,"Delft, Zuid Holland, Netherlands",0
7798,"Long Branch, New Jersey, USA",47
1354,"Whitmire, South Carolina, USA",0
7982,"Stewartstown, Pennsylvania, USA",50
3378,"Halle, Sachsen-Anhalt, Germany",32
6260,"Sidney, New York, USA",40
2187,"Moline, Illinois, USA",51
795,"Onalaska, Wisconsin, USA",35
11723,"Truckee, California, USA",39
1919,"Inverness, Scotland, United Kingdom",44
10714,"Brandon, Manitoba, Canada",28
36,"Howell, New Jersey, USA",22
12758,"Reading, England, United Kingdom",50
10347,"Weatherford, Texas, USA",41
2853,"Los Banos, California, USA",40
7345,"Worcester, Massachusetts, USA",17
9029,"Pasadena, California, USA",47
9911,"Columbia, ,",0
10672,"West Linn, Oregon, USA",55
783,"Kenmore, ,",0
249,"Carmichael, California, USA",61
6715,"Beaverton, Oregon, USA",0
4762,"Richmond, , USA",0
6233,"Carson City, Nevada, USA",42
5666,"Schaumburg, Illinois, USA",33
10806,"South Charleston, West Virginia, USA",30
11810,"Mount Vernon, Washington, USA",0
11797,"Quesnel, British Columbia, Canada",45
8288,"Huntsville, Alabama, USA",33
12588,"Chesterfield, England, United Kingdom",0
12778,"Pacific Palisades, California, USA",0
445,"Shelbyville, Tennessee, USA",32
705,"Chicago, Illinois, USA",32
2455,"Old Perlican, Newfoundland, Canada",29
4882,"Fort Riley, Kansas, USA",24
289,"Rockvale, Tennessee,",0
4733,"St. Petersburg, Florida, USA",26
3937,"Lytham, Lancashire, United Kingdom",0
593,"Skowhegan, Maine, USA",30
11271,"Forest Grove, Oregon, USA",23
4416,"Carbondale, Illinois, USA",18
12556,"Spokane, Washington, USA",55
7555,"Santa Rosa, California, USA",0
11011,"Johnson City, Tennessee, USA",23
11165,"Winnipeg, Manitoba, Canada",32
11273,"Cheltenham, England, United Kingdom",19
1507,"Palmyra, Nebraska, USA",17
5408,"Seattle, Washington, USA",26
10605,"Maple Ridge, British Columbia, Canada",29
2166,"Austin, Texas, USA",34
4727,"Pasadena, California, USA",29
7323,"Lexington, North Carolina, USA",49
9772,"Midland, Ontario, Canada",0
10651,"Basel, Basel-Stadt, Switzerland",32
7288,"Zuerich, N/A, Switzerland",37
9496,"Ostermundigen, Bern, Switzerland",0
7031,"Nottingham, England, United Kingdom",30
4419,"Balmain, New South Wales, Australia",36
9143,"Toronto, Ontario, Canada",21
714,"Adams, Massachusetts, USA",27
4045,"Birmingham, Alabama, USA",21
3760,"Kuching, Sarawak, Malaysia",23
7804,"Hamilton, Ontario, Canada",0
2626,"Santa Monica, ,",53
9301,"Halifax, Nova Scotia, Canada",55
10532,"Sydney, New South Wales, Australia",33
12682,"Helendale, California, USA",0
2895,"College Station, Texas, USA",44
12035,"Christchurch, Canterbury, Nz",220
8962,"Flint, Michigan, USA",32
9511,"Montreal, Quebec, Canada",34
4950,"Puchong, Selangor, Malaysia",24
8082,"Eugene, Oregon, USA",0
1148,"Oakland, California, USA",51
7373,"Royal Oak, Michigan, USA",26
9592,"Altamonte Spring, Florida, USA",24
12339,"Toronto, Ontario, Canada",0
9124,"New Port Richey, Florida, USA",0
1589,"Halifax, Nova Scotia, Canada",26
2489,"San Antonio, Texas, USA",28
11979,"Wonthaggi, Victoria, Australia",20
8548,"Seaside, California, USA",24
10650,"Erkrath, Nordrhein-Westfalen, Germany",30
4357,"Toronto, Ontario, Canada",0
5458,"Springport, Michigan, USA",0
10137,"Dublin, California, USA",0
10664,"Napa, California, USA",43
6981,"Sacramento, California, USA",28
3293,"Phoenix, Arizona, USA",0
4806,"Greensboro, North Carolina, USA",27
3783,"Lakeland, Florida, USA",0
9101,"Atlanta, Georgia, USA",36
2191,"Swarthmore, Pennsylvania, USA",33
1820,"Somewhere, ,",0
12701,"Bradford, England, United Kingdom",25
9860,"Abc, Bayern, Germany",38
11883,"Tacoma, Washington, USA",47
11790,"Tampa, Florida, USA",0
207,"Peru, Indiana, USA",35
5427,"Hamburg, Hamburg, Germany",40
10101,"Denver, Pennsylvania, USA",49
444,"Albuquerque, ,",0
3258,"Albuquerque, New Mexico, USA",41
12302,"Rochester, New York, USA",31
7562,"Superior, Wisconsin, USA",46
11853,"Pompano Beach, Florida, USA",35
8930,"Sacramento, California, USA",57
12421,"Stevenage, England, United Kingdom",22
363,"Saint Louis, Missouri, USA",0
7519,"Round Lake Beach, Illinois, USA",0
1015,"Iowa City, Iowa, USA",28
11198,"Saratoga, California, USA",20
4103,"Fredericton, New Brunswick, Canada",21
2707,"Buffalo, New York, USA",45
5006,"Mnchen, Bayern, Germany",48
3269,"Eastbourne, England, United Kingdom",32
7068,"Mt. Prospect, Illinois, USA",35
2037,"Holland, Michigan, USA",0
7267,"Ofallon, Missouri, USA",52
8114,"Elko, Nevada, USA",0
4425,"Akron, Ohio, USA",29
4070,"Manhattan, New York, USA",25
1954,"Lynnwood, Washington, USA",35
12103,"Tohatchi, New Mexico, USA",60
5963,"Vancouver, British Columbia, Canada",34
8317,"New York, New York, USA",0
9944,"Memphis, Tennessee, USA",31
7532,"San Bruno, California, USA",26
11782,"Collierville, Tennessee, USA",43
5525,"Powhatan, Virginia, USA",0
7865,"Kimberling City, Missouri, USA",31
5318,"Ewa Beach, Hawaii, USA",42
11542,"Tampa, Florida, USA",0
3205,"San Francisco, California, USA",35
1518,"College Station, Texas, USA",22
4820,"Virginia Beach, Virginia, USA",23
6290,"Cambridge, England, United Kingdom",31
10156,"Columbus, Ohio, USA",32
3723,"Derby, England, United Kingdom",27
7586,"Huntsville, Texas, USA",58
4181,"Dana Point, California, USA",0
1043,"Mooresville, North Carolina, USA",0
8159,"Melbourne, Victoria, Australia",27
8560,"London, England, United Kingdom",33
9573,"Nepean, Ontario, Canada",31
560,"Snowmass Village, Colorado, USA",52
5849,"Singapore, N/A, Singapore",23
4431,"Palo Alto, California, USA",0
1483,"Gympie, Queensland, Australia",21
5464,"Grebenstein, Hessen, Germany",26
6640,"Landsberg Am Lech, Bayern, Germany",0
10410,"Sydney, New South Wales, Australia",34
1097,"Encinitas, California, USA",39
3642,"Crickhowell, Wales, United Kingdom",0
11880,"Melbourne, Victoria, Australia",24
7708,"Bedford, Massachusetts, USA",0
9311,"Durbin, West Virginia, USA",67
5377,"Oegstgeest, Zuid-Holland, Netherlands",49
11326,"Manchester, New Hampshire, USA",34
2355,"Madrid, Madrid, Spain",26
2640,"Daly City, California, USA",25
2795,"Portland, Oregon, USA",0
7602,"Krefeld, Nordrhein-Westfalen, Germany",14
2395,"Kuching, Sarawak, Malaysia",26
7628,"Lisbon, Lisbon, Portugal",0
8702,"Cologne, Nordrhein-Westfalen, Germany",33
2337,"Derby, Western Australia, Australia",0
4991,"Yankalilla, South Australia, Australia",54
3254,"Port of Spain, Maraval, Trinidad and Tobago",31
1160,"Avalon, Wisconsin, USA",37
7329,"Hootentown, Missouri, USA",51
1019,"Morgan Hill, California, USA",0
1135,"Marshfield, Wisconsin, USA",39
2061,"Alpahretta, Georgia, USA",32
1248,"Long Beach, California, USA",19
1918,"Houston, Texas, USA",52
4615,"New York, New York, USA",25
7092,"Austin, Texas, USA",0
6552,"Clinton, Ontario, Canada",35
9723,"London, Ontario, Canada",0
8224,"Fairport Harbor, Ohio, USA",35
12346,"Danville, California, USA",0
6311,"Oak Park, Illinois, USA",30
11061,"San Francisco, California, USA",0
8240,"Alpharetta, Georgia, USA",32
5898,"Wake Forest, North Carolina, USA",30
11380,"Bridgeport, Pennsylvania, USA",29
12374,"Westerville, Ohio, USA",19
8952,"Mercer, Western Pennsylvania, USA",48
8343,"Alexandria, Virginia, USA",0
3709,"Wiesbaden, Hessen, Germany",30
3405,"Snellville, Georgia, USA",0
9930,"Jonesborough, Tennessee, USA",0
8849,"Denver, Colorado, USA",31
12435,"Nashville, Tennessee, USA",40
8635,"Kansas City, Missouri, USA",45
2760,"Franklin, Virginia, USA",55
11747,"Union, Missouri, USA",0
6965,"Brookfield, Connecticut, USA",0
11183,"Big River, California, USA",44
7185,"Delton, Michigan, USA",46
11180,"Bonn, Nordrhein-Westfalen, Germany",30
7793,"Colorado Springs, Colorado, USA",52
5769,"Vancouver, British Columbia, Canada",0
7029,"Victoria, British Columbia, Canada",30
7337,"San Gabriel, California, USA",29
433,"Merrick, New York, USA",36
8084,"Douglassville, Pennsylvania, USA",0
6598,"Hayward, California, USA",38
11218,"San Francisco, California, USA",36
19,"Staunton, Virginia, USA",0
4293,"Chicago, Illinois, USA",27
9618,"Winnipeg, Manitoba, Canada",50
491,"Portland, Oregon, USA",62
9278,"Ann Arbor, Michigan, USA",58
1209,"Miami Lakes, Florida, USA",0
3523,"Oldtown, Maryland, USA",17
7653,"Hartford, Connecticut, USA",0
5932,"Brighton, Sussex, United Kingdom",29
5002,"Port Jervis, New York, USA",0
7814,"Zaragoza, DC, Spain",33
8393,"Lleida, Lleida, Spain",37
8604,"Grover Beach, California, USA",51
9455,"Victoria, British Columbia, Canada",29
6137,"Portland, Oregon, USA",30
960,"Hewitt, New Jersey, USA",44
2461,"Dandridge, Tennessee, USA",17
5551,"Hamilton, Ontario, Canada",27
1261,"Grove City, Ohio, USA",14
819,"Coquitlam, British Columbia, Canada",0
9956,"Canby, Oregon, USA",47
8198,"San Diego, California, USA",0
3695,"Amsterdam, N/A, Netherlands",50
7611,"Nottingham, England, United Kingdom",50
6149,"Flagstaff, Arizona, USA",0
8193,"Hamburg, Hamburg, Germany",25
3538,"Calgary, Alberta, Canada",0
5658,"Clearwater, Florida, USA",36
4289,"Emmetsburg, Iowa, USA",42
3688,"Altamonte Springs, Florida, USA",34
68,"Hyde Park, New York, USA",43
6780,"Emmerich, Nordrhein-Westfalen, Germany",0
1837,"Ancramdale, New York, USA",39
11861,"Ossining, New York, USA",0
12162,"Las Cruces, New Mexico, USA",27
4619,"Denver, Colorado, USA",34
6365,"Rockville Centre, New York, USA",0
8129,"Fanwood, New Jersey, USA",0
1770,"Verdon, Nebraska, USA",48
6630,"Moss Landing, California, USA",0
3627,"Rochester, Minnesota, USA",21
10388,"Venice, California, USA",0
7137,"Edmonton, Alberta, Canada",36
4850,"San Francisco, California, USA",34
12391,"Weinstadt, Baden-Wuerttemberg, Germany",23
2111,"Fresno, California, USA",38
10271,"Burlington, North Carolina,",43
8602,"Santa Monica, California, USA",0
3370,"Maytown, Alabama, USA",33
3821,"Calgary, Alberta, Canada",0
1362,"Valencia, Valencia, Spain",36
7466,"Kuala Lumpur, Wilayah Persekutuan, Malaysia",46
6962,"Alges, Lisboa, Portugal",41
9302,"Lakewood, ,",42
1328,"Apo, Ae, USA",45
2696,"Sunderland, Massachusetts, USA",31
7968,"Erdenheim, Pennsylvania, USA",0
6262,"St Louis, Missouri, USA",33
5423,"Arvada, Colorado, USA",69
8230,"Lewiston, Idaho, USA",54
10219,"Medina, Ohio, USA",0
6060,"Spirit Lake, Iowa, USA",37
4662,"Vancouver, British Columbia, Canada",28
2569,"Montrose, Colorado, USA",76
5113,"Nashville, Tennessee, USA",22
12344,"Oakdale, New York, USA",31
5548,"St.Ann, Missouri, USA",56
1812,"Whitney, Texas, USA",51
5564,"Shelton, Washington, USA",66
9209,"Bridgeton, New Jersey, USA",65
10316,"St. Peter, Minnesota, USA",0
7667,"Halifax, Nova Scotia, Canada",35
3043,"St. Paul, Minnesota, USA",0
10055,"Slidell, Louisiana, USA",41
9986,"Lincoln, California, USA",46
5162,"York, Pennsylvania, USA",38
6957,"Mt Barker, South Australia, Australia",34
4184,"Chicago, Illinois, USA",0
1851,"Sugar Land, Texas, USA",0
643,"Duncansville, Pennsylvania, USA",0
5438,"San Francisco, California, USA",38
7666,"San Antonio, Texas, USA",0
8609,"Toronto, Ontario, Canada",31
666,"Toronto, Ontario, Canada",0
2483,"Westmont, Illinois, USA",12
4734,"Lansing, Michigan, USA",0
3929,"Glendale, California, USA",36
7748,"Phoenix, Arizona, USA",61
3004,"Kingston, Ontario, Canada",32
10933,"Peterborough, Ontario, Canada",17
8572,"Renton, Washington, USA",0
11254,"Barnard Castle, England, United Kingdom",25
4753,"Warrandyte, Victoria, Australia",20
5648,"Atlanta, Georgia, USA",49
6749,"Westerville, Ohio, USA",0
4572,"Pythagorion, Samos, Greece",38
6251,"Saugus, Massachusetts, USA",28
10181,"Portland, Oregon, USA",73
1482,"N/A, N/A, Singapore",0
7383,"New York, New York, USA",21
2778,"Riverdale, New York, USA",0
1269,"Athens, Georgia, USA",62
941,"New Hope, Minnesota, USA",29
3274,"Lnen, Nordrhein-Westfalen, Germany",23
424,"Denver, Colorado, USA",0
4601,"Clovis, California, USA",0
6430,"Los Angeles, California, USA",0
2803,"Hanover Park, Illinois, USA",50
2708,"Columbus, Ohio, USA",55
5549,"Houston, Texas, USA",0
12676,"Brooklyn, New York, USA",0
4885,"St. Charles, Missouri, USA",0
8302,"St. Louis, Missouri, USA",52
12674,"Bakersfield, California, USA",0
3736,"Santa Cruz, California, USA",32
7450,"Cumberland, Maryland, USA",35
10282,"Iowa City, Iowa, USA",20
3905,"Ogden, Utah, USA",0
1597,"St. Louis, Missouri, USA",0
7963,"Hollywood, Pennsylvania, USA",0
4453,"Pillager, Minnesota, USA",43
7210,"Aududbon, New Jersey, USA",27
10135,"Brighton, East Sussex, United Kingdom",34
10764,"Thunder Bay, Ontario, Canada",22
7709,"Dublin, Dublin,",0
4363,"London, Ontario, Canada",41
3324,"Reno, Nevada, USA",0
3253,"Chicago, Illinois, USA",0
3416,"Victoria, British Columbia, Canada",68
11258,"Melbourne, Victoria, Australia",0
11709,"Vero Beach, Florida, USA",44
6531,"Cove, Oregon, USA",0
11793,"Sydney, New South Wales, Australia",19
11494,"Springfield, Ohio, USA",21
10796,"St. Petersburg, Florida, USA",21
7400,"Durham, North Carolina, USA",0
8090,"Brussels, -, Belgium",28
818,"Milton, Ontario, Canada",33
9627,"Chester, Cheshire,",0
4390,"Jacksonville, Florida, USA",36
8279,"Nacogdoches, Texas, USA",0
12028,"Los Angeles, California, USA",28
1099,"Vancouver, British Columbia, Canada",24
11687,"Berlin, Wisconsin, USA",35
3406,"Midlothian, Virginia, USA",30
2045,"Chambery, Queensland, France",33
11666,"Northbrook, Illinois, USA",48
3567,"Latonia, Kentucky, USA",37
6735,"Everton, Missouri, USA",52
5960,"Mount Pleasant, South Carolina, USA",25
7858,"Westbury, New York, USA",14
6887,"Singapore, Singapore, Singapore",31
8925,"Saint Louis, Missouri, USA",23
2519,"Barcelona, Catalunya, Spain",19
4503,"Hartley, Iowa, USA",0
1762,"Redding, California, USA",25
8612,"Key West, Florida Keys, USA",0
713,"Newnan, Georgia, USA",50
11066,"Shreveport, Louisiana, USA",32
1552,"Trabuco Canyon, California, USA",59
12044,"Ogden, Utah, USA",39
1834,"Delta, British Columbia, Canada",28
11087,"Peoria, Arizona, USA",52
5246,"Nottingham, England, United Kingdom",26
8484,"Kearney, Nebraska, USA",37
117,"Bayboro, North Carolina, USA",46
12323,"Monrovia, California, USA",0
6176,"Minneapolis, Minnesota, USA",25
12482,"Council Bluffs, Iowa, USA",30
1018,"Portland, Maine, USA",25
623,"Lawrence, ,",25
10401,"Newtown Square, Pennsylvania, USA",0
1418,"Cumberland, Maryland, USA",23
6216,"Raleigh, North Carolina, USA",0
534,"Mohawk, Ny, USA",27
6127,"Valencia, Valencia, Spain",19
5335,"Westmont, Illinois, USA",8
11506,"Gilroy, California, USA",54
5673,"Mundelein, Illinois, USA",54
5640,"Kingston, Ontario, Canada",46
11033,"Woolmarket, Mississippi, USA",0
4483,"Lindsay, Ontario, Canada",41
12657,"Birmingham, Alabama, USA",0
12207,"Toledo, Ohio, USA",41
6879,"Tuttle, North Dakota, USA",48
2910,"Brighton, Michigan, USA",39
2600,"West Vancouver, British Columbia, Canada",0
192,"Sonoma, California, USA",34
10561,"Farmington Hills, Michigan, USA",57
1922,"Orleans, Massachusetts, USA",57
11491,"Windsor, Connecticut, USA",37
8580,"Houston, Texas, USA",0
4595,"Los Alamos, New Mexico, USA",0
2701,"Santa Monica, California, USA",0
1376,"Homer City, Pennsylvania, USA",0
1119,"Lisboa, Lisboa, Portugal",30
2913,"Stow, Ohio, USA",0
7997,"Emerald, Wisconsin, USA",52
725,"Seattle, Washington, USA",44
6189,"London, N/A, United Kingdom",34
12633,"Eppstein, Hessen, Germany",30
6105,"Mainz, Rheinland-Pfalz, Germany",35
11789,"Fort Wayne, Indiana, USA",24
11203,"Decatur, Georgia, USA",0
4438,"Catawba, Wisconsin, USA",32
7861,"Tucson, Arizona, USA",28
1616,"Minneapolis, Minnesota, USA",0
8103,"Mississauga, Ontario, Canada",21
10797,"Duluth, Minnesota, USA",49
9133,"Kansas City, Missouri, USA",22
6624,"Honolulu, Hawaii, USA",32
9851,"Tonawanda, New York, USA",53
5462,"Battle Ground, Washington, USA",20
11598,"Sammamish, Washington, USA",42
11680,"Boynton Beach, Florida, USA",58
6793,"Portage La Prairie, Manitoba, Canada",32
2967,"Glendalough, Western Australia, Australia",27
2341,"Durango, Colorado, USA",0
1734,"Springfield, Virginia, USA",52
12278,"San Francisco, California, USA",0
1640,"Black Hawk, South Dakota, USA",54
3999,"Burnley, England, United Kingdom",38
2062,"North Vancouver, British Columbia, Canada",29
10803,"Mnchen, Bayern, Germany",1
5703,"Glendora, California, USA",18
3612,"Dyersburg, ,",0
7042,"Oxford, England, United Kingdom",22
9172,"Oromocto, New Brunswick, Canada",49
10069,"Paradise, California, USA",77
3218,"Tucson, Arizona, USA",0
3716,"Toronto, ,",0
3859,"Halifax, Nova Scotia, Canada",27
6739,"Hoboken, New Jersey, USA",0
3090,"El Sobronte, California, USA",0
42,"San Antonio, Texas, USA",13
9201,"Clifton, New Jersey, USA",34
1277,"Lincoln, Nebraska, USA",0
8167,"Bellingham, Washington, USA",30
10425,"Albion, Maine, USA",19
9470,"Philadelphia, Pennsylvania, USA",15
10236,"Lehi, , USA",38
7573,"Colchester, England, United Kingdom",24
11951,"Escondido, California, USA",34
4592,"Columbus, Ohio, USA",34
1428,"Elkridge, Maryland, USA",37
10412,"Cincinnati, Ohio, USA",0
1025,"Montreal, Quebec, Canada",33
5035,"Sheffield, England, United Kingdom",36
2497,"Sierra Vista, Arizona, USA",18
6162,"Ogden, Utah, USA",0
5760,"Chatham, Ontario, Canada",16
7301,"Vinton, Virginia, USA",32
1869,"Olympia, Washington, USA",30
7017,"Canterbury, England, United Kingdom",21
1294,"Kelso, Washington, USA",23
5495,"Huntsville, Alabama, USA",43
11892,"San Francisco, California, USA",42
2675,"Westchester County, New York, USA",45
867,"Glen Rock, Pennsylvania, USA",18
4118,"Sparta, New Jersey, USA",43
6939,"Silver Lake, New York, USA",25
5371,"London, N/A, United Kingdom",48
10586,"Bilbao, Bizkaia, Spain",0
11351,"Newington, Connecticut, USA",38
5777,"Blaine, Minnesota, USA",43
9849,"White Salmon, Washington, USA",0
1842,"Pocola, Oklahoma, USA",31
8486,"Massapequa, New York, USA",0
8276,"Mesquite, Texas, USA",46
6919,"Sydney, New South Wales, Australia",29
3430,"Vallejo, California, USA",24
2279,"Modesto, California, USA",31
9476,"Big Rapids, Michigan, USA",33
2385,"Midland, Ontario, Canada",52
5853,"Frankfurt Am Main, Hessen, Germany",0
5575,"Jyvskyl, Keski-Suomi, Finland",28
8653,"Brooklyn, New York, USA",23
9325,"Gulf Breeze, Florida, USA",0
3833,"San Diego, California, USA",0
6269,"Thunder Bay, Ontario, Canada",21
9749,"Trento, Trentino Alto Adige, Italy",25
8292,"Colorado Springs, Colorado, USA",0
3799,"Palm Springs, Florida, USA",49
12242,"Fredericton, New Brunswick,",25
6701,"Parma, Ohio, USA",40
5068,"Fulton, Missouri, USA",0
2535,"Paris, N/A, France",27
8807,"Edmonton, Alberta, Canada",29
3840,"Vitoria-Gasteiz, Alava, Spain",38
5988,"Roanoke, Virginia, USA",0
1186,"Mechanicsville, Maryland, USA",26
3092,"Steamboat Springs, Colorado, USA",33
12336,"Mill Valley, California, USA",0
10408,"Eichsttt, Bayern, Germany",20
8192,"Manhattan Beach, California, USA",0
3732,"Marietta, Georgia, USA",32
10474,"Hackettstown, New Jersey, USA",27
2153,"Columbia, Pennsylvania, USA",45
11963,"Bronx, New York, USA",38
6271,"Collinsville, Texas, USA",23
10748,"Minneapolis, Minnesota, USA",39
2043,"Millbrae, California, USA",33
6745,"Pittsburgh, Pennsylvania, USA",58
9955,"Antioch, Illinois, USA",0
4074,"Milwaukee, Wisconsin, USA",25
2627,"Tucson, Arizona, USA",31
12598,"Waterloo, Indiana, USA",0
10862,"Kansas City, Missouri, USA",51
6221,"Arlington, Texas, USA",48
6241,"Hammondsport, , USA",0
776,"Ridgedale`, Missouri, USA",0
6209,"The Dalles, Oregon, USA",55
3120,"Greenville, Texas, USA",32
8514,"Memphis, Tennessee, USA",0
703,"Niles, Michigan, USA",50
6382,"Nanticoke, Pennsylvania, USA",33
6186,"Belmont, California, USA",36
942,"Maryville, Tennessee, USA",22
694,"Walnut Creek, California, USA",29
3928,"Indio, California, USA",45
12347,"Cuneo, Piemonte, Italy",0
10086,"Leeds, West Yorkshire, United Kingdom",41
9616,"Waikiki, Western Australia, Australia",26
8347,"Fresno, California, USA",57
8018,"Richmond, British Columbia, Canada",0
12364,"Yuma, Arizona, USA",66
8637,"Saskatoon, Saskatchewan, Canada",33
7701,"Toronto, Ontario, Canada",33
4290,"Yorktown, Virginia, USA",42
5539,"Deland, Florida, USA",52
8903,"Seattle, Washington, USA",28
129,"Seabrook, Texas, USA",67
1521,"Hamilton, Ontario, Canada",0
11839,"Montreal, Quebec, Canada",20
7647,"Redd, Arizona, USA",0
3492,"Chattaroy, Washington, USA",39
12691,"Greenville, South Carolina, USA",43
1646,"Browns Mills, New Jersey, USA",54
1961,"Boise, Idaho, USA",53
2215,"San Diego, California, USA",39
